in:Index,out:WWR_Skylight,out:WWR_Skylight_Vertical_Shading_Divided,out:H_Skylight,out:W_Skylight,out:SH_Skylight,out:Distance_A_Skylight,out:Distance_B_Skylight,out:WWR_Corridor,out:H_Corridor,out:W_Corridor,out:SH_Corridor,out:Distance_A_Corridor,out:Distance_B_Corridor,out:Degree,out:Overhang_Angle,out:Overhang_Length,out:Overhang_Movement_Distance,out:Vertical_Shading_Number,out:Vertical_Shading_Width,out:Vertical_Shading_Length,out:W_Skylight_Vertical_Shading_Divided,out:Vertiacl_Shading_Top_Left_Movement_Distance,out:Vertiacl_Shading_Top_Right_Movement_Distance,out:Hypervolume,out:Rank,out:EUI,out:sDA,out:sGA,out:UDI,out:SVF,out:PMV
1595,70,63,2.6,7.3,0.4,0.2,0.4,30,1.8,4.5,0.9,1.2,0.5,0,-70,0.5,0,9,0.1,0.3,0.81,0.05,0,1,82.476,1,0.799383,59.390802,32.774451,8,-999
1596,50,34,1.8,7.5,1,0,0.4,15,1.2,3.4,0.9,2.5,0.3,0,-80,1.3,0.3,7,0.4,0.1,0.85,0.2,0.2,1,82.785,1,0.876543,75.296975,41.198353,4,-999
1597,70,48,2.5,7.6,0.5,0.2,0.1,10,0.8,3.4,2,0.4,2.4,0,-80,1.1,0.6,3,1.2,0.1,2.6,0.85,0.35,1,83.539,1,0.882716,73.405648,43.098092,8,-999
1598,70,57,2.5,7.6,0.5,0.1,0.2,20,1.5,3.6,0.8,1.7,0.9,0,-20,1.1,0.1,8,0.2,0.2,0.89,0.15,0.05,1,83.608,1,0.830247,64.709167,37.904984,8,-999
1599,60,54,2.1,7.7,0.8,0.2,0,10,0.8,3.4,2,0.2,2.6,0,-50,1.2,0.6,9,0.1,0.9,0.86,0.05,0.05,0.950617,80.864,0.950617,1,78.212222,20.906817,6,-999
1600,35,32,2.1,4.5,0.9,2.3,1.1,40,1.8,6,1,0,0.2,0,-30,2,0.7,5,0.3,0.2,1.02,0.05,0,1,82.305,1,0.907407,69.627037,25.914482,1,-999
1601,30,30,1.6,5.1,1,1.5,1.3,15,1.2,3.4,0.8,1.5,1.3,0,50,0.9,0.4,6,0.02,0.4,1,0,0,0.935185,81.653,0.935185,0.962963,78.161543,28.585954,0,-999
1602,40,30,2.2,4.9,0.8,3,0,25,1.8,3.8,0.9,1.4,1,0,-80,0.4,0.8,5,0.4,0.1,0.93,0.2,0.1,1,82.099,1,0.876543,73.107438,35.154494,2,-999
1603,50,41,1.8,7.5,0.8,0.4,0,35,1.6,5.9,0.9,0.2,0.1,0,10,1.5,1,8,0.2,0.5,0.87,0.05,0.1,1,82.682,1,0.910494,72.51784,19.303619,4,-999
1604,70,70,2.5,7.6,0.5,0.2,0.1,30,1.4,5.8,1,0.3,0.1,0,30,1.6,0.3,2,0.02,0.7,7.58,0,0,1,83.882,1,0.864198,59.863148,22.492405,8,-999
1605,50,35,2.5,5.4,0.5,2.5,0,20,1,5.4,0.8,0.7,0.1,0,0,0.6,0.1,5,0.4,1,0.95,0.15,0.05,0.944444,81.173,0.944444,0.925926,75.77963,25.150273,4,-999
1606,65,44,2.4,7.3,0.6,0.3,0.3,25,1.6,4.2,0.9,0.5,1.5,0,70,0.1,0,3,1.2,0.7,2.45,0.1,0.7,1,83.608,1,0.830247,69.322531,34.886622,7,-999
1607,50,32,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,0,0,1,0.5,6,0.6,0.6,0.92,0.05,0.05,1,82.27,1,0.935185,77.268426,25.133673,4,-999
1608,30,30,1.3,6.2,0.9,1.2,0.5,10,0.6,4.5,2,0.2,1.5,0,-80,0.1,0.1,2,1.1,0.1,6.18,0,0,0.885802,82.407,0.885802,0.919753,76.110648,40.002549,0,-999
1609,30,29,2,4,0.8,1.3,2.6,10,0.8,3.4,2,0.9,1.9,0,70,0.1,0.1,2,0.5,0.1,3.98,0,0,0.885802,82.339,0.885802,0.935185,76.853117,40.311549,0,-999
1610,30,29,2,4,0.9,1.4,2.5,10,0.8,3.4,2,0.1,2.7,0,-80,0.8,0,2,1.2,0.1,3.98,0,0,0.895062,82.339,0.895062,0.932099,77.173333,40.164574,0,-999
1611,70,57,2.5,7.6,0.5,0.2,0.1,15,1.2,3.4,0.8,1.6,1.2,0,-40,0.9,0.1,8,0.2,0.1,0.89,0,0.05,1,83.642,1,0.817901,66.158673,42.397915,8,-999
1612,70,63,2.5,7.6,0.5,0.1,0.2,25,1.6,4.2,0.8,0.1,1.9,0,-20,1.1,0.1,9,0.1,0.4,0.85,0.05,0.05,1,82.305,1,0.820988,62.907377,31.335221,8,-999
1613,70,38,2.5,7.6,0.5,0.1,0.2,25,1.5,4.5,0.8,0.8,0.9,0,0,1.1,0.1,6,0.7,0.1,0.82,0.65,0,1,83.368,1,0.898148,72.844475,34.650336,8,-999
1614,60,59,2.1,7.7,0.9,0.2,0,40,1.8,6,1,0,0.2,0,60,0.9,0.4,8,0.02,0.6,1.08,0,0,1,83.333,1,0.919753,66.131019,20.15479,6,-999
1615,35,31,1.3,7.3,0.9,0.6,0,10,0.8,3.4,2,0.4,2.4,0,30,0.1,0.5,5,0.3,0.8,1.62,0.1,0.05,0.765432,81.001,0.765432,0.950617,77.495309,29.461253,1,-999
1616,70,63,2.5,7.6,0.5,0.1,0.2,20,0.9,6,0.9,0.2,0,0,-40,1,0.1,9,0.1,0.5,0.85,0,0.05,1,81.722,1,0.83642,67.368889,29.972435,8,-999
1617,50,40,2.1,6.4,0.9,1.1,0.4,10,0.8,3.4,2,1.8,1.0,0,10,0.6,0.8,3,0.6,0.9,2.6,0.2,0.4,0.944444,82.133,0.944444,0.962963,77.705247,27.593201,4,-999
1618,65,56,2.4,7.3,0.6,0,0.6,20,1.5,3.6,1,0.5,2.1,0,-60,1.3,0.8,6,0.2,0.4,1.26,0.1,0.1,1,83.299,1,0.861111,67.318735,35.04728,7,-999
1619,30,30,1.5,5.4,1,1.1,1.4,35,1.6,5.9,0.9,0.2,0.1,0,70,0.5,0,2,1.1,0.3,5.38,0,0,1,83.333,1,0.82716,68.989784,33.076644,0,-999
1620,50,41,2.5,5.4,0.5,1.2,1.3,25,1.1,6.1,0.8,0,0.1,0,-80,0.8,0.3,6,0.2,1,0.88,0.1,0.05,0.996914,82.27,0.996914,0.876543,73.404136,24.497766,4,-999
1621,45,31,1.6,7.6,0.8,0,0.3,30,1.4,5.8,0.8,0.1,0.3,0,-10,1.7,1,7,0.4,0.1,0.87,0.2,0.2,1,82.853,1,0.888889,71.682222,28.435459,3,-999
1622,50,32,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,0,0,1,0.5,6,0.6,0.6,0.92,0.05,0.05,0.993827,82.27,0.993827,0.929012,77.212068,25.133673,4,-999
1623,30,29,2,4,0.9,0.2,3.7,10,0.8,3.4,2,1.1,1.7,0,70,0.1,0.1,4,0.4,0.1,1.31,0,0,0.82716,82.27,0.82716,0.935185,76.921327,40.119926,0,-999
1624,30,30,1.3,6.2,1,1,0.7,10,0.6,4.5,2,0.2,1.5,0,70,0.2,0.1,2,1.1,0.1,6.18,0,0,0.898148,82.407,0.898148,0.925926,76.896543,39.482806,0,-999
1625,30,30,1.2,6.8,0.8,0.9,0.2,10,0.6,4.5,2,1,0.7,0,-80,0.8,0,3,1.2,0.1,3.38,0,0,0.842593,82.373,0.842593,0.916667,75.566451,39.347668,0,-999
1626,40,32,2.6,4.2,0.4,0.5,3.2,10,0.6,4.5,2,1.2,0.5,0,-80,1,0.6,4,0.6,0.1,1.1,0.1,0.1,0.901235,82.442,0.901235,0.947531,77.342685,39.874211,2,-999
1627,40,39,2.5,4.3,0.5,0.9,2.7,10,0.6,4.5,2,0.9,0.8,0,-80,1.2,0.8,5,0.02,0.1,1.06,0,0,0.987654,81.584,0.987654,0.92284,76.212685,41.273225,2,-999
1628,70,63,2.5,7.6,0.5,0,0.3,10,0.8,3.4,2,1.5,1.3,0,-50,0.8,0.1,9,0.1,0.2,0.85,0.05,0.05,1,81.893,1,0.851852,69.26466,40.647266,8,-999
1629,30,29,2,4,1,0.7,3.2,40,1.8,6,1,0.1,0.1,0,60,1.9,0.2,5,0.2,0.3,0.98,0,0,1,81.481,1,0.938272,76.588488,14.234824,0,-999
1630,65,55,2.3,7.6,0.7,0,0.3,30,1.4,5.8,0.9,0.2,0.2,0,-40,1.2,0.6,7,0.2,0.5,1.07,0.1,0.1,1,83.436,1,0.814815,61.179877,30.831136,7,-999
1631,60,51,2.1,7.7,0.9,0.1,0.1,25,1.1,6.1,0.8,0.1,0,0,-10,0.3,0.8,2,1.2,0.8,6.5,0.2,0.65,1,83.985,1,0.768519,61.181265,37.444014,6,-999
1632,40,32,2.5,4.3,0.5,0.9,2.7,15,1.2,3.4,0.9,0.3,2.5,0,30,1.3,0.5,3,0.4,0.1,1.75,0.05,0,0.935185,82.064,0.935185,0.944444,77.493086,25.73085,2,-999
1633,50,37,1.8,7.5,0.8,0.3,0.1,35,1.6,5.9,0.8,0.2,0.1,0,80,0.3,0.3,5,0.5,0.6,1.38,0.25,0.25,1,82.064,1,0.820988,66.037315,31.673419,4,-999
1634,50,40,1.9,7.1,0.9,0.3,0.5,35,1.6,5.9,0.8,0.1,0.2,0,-70,1.7,0.7,8,0.2,0.8,0.81,0.1,0,1,82.442,1,0.901235,71.44679,23.58679,4,-999
1635,40,40,1.6,6.8,0.9,0.4,0.7,20,1.5,3.6,0.9,1.2,1.4,0,-50,0.8,0.1,5,0.02,1,1.68,0,0,1,81.379,1,0.898148,74.980772,26.793066,2,-999
1636,70,57,2.5,7.6,0.5,0.2,0.1,10,0.8,3.4,2,0.6,2.2,0,10,0.7,0.1,8,0.2,0.2,0.89,0.05,0,1,83.059,1,0.904321,72.542994,37.319413,8,-999
1637,50,32,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,0,0,1,0.5,6,0.6,0.6,0.92,0.05,0.05,0.996914,82.27,0.996914,0.932099,77.257346,25.133673,4,-999
1638,30,29,2,4,1,2.3,1.6,10,0.8,3.4,2,0,2.8,0,-70,1.3,0.2,5,0.02,0.8,0.98,0,0,0.570988,80.796,0.570988,1,78.523302,21.754615,0,-999
1639,30,29,1.3,6.2,1,0.1,1.6,10,0.7,3.9,2,2.3,0,0,10,1.2,0.9,7,0.2,0.2,1.01,0,0,0.787037,81.619,0.787037,1,79.883148,25.088135,0,-999
1640,30,29,2,4,0.9,1.8,2.1,10,0.8,3.4,2,1.4,1.4,0,-20,0.6,0.1,5,0.1,1,0.98,0,0,0.438272,80.59,0.438272,1,78.141543,19.058351,0,-999
1641,45,35,2,6.1,0.9,0.2,1.6,10,0.8,3.4,2,1.6,1.2,0,60,1.3,0.8,3,0.7,0.2,2.35,0.45,0.25,0.311728,81.207,0.311728,1,77.729136,15.078925,3,-999
1642,50,39,2,6.8,1,0,1.1,15,1.2,3.4,0.8,1.8,1.0,0,50,1.3,0.1,3,0.8,0.1,2.6,0.55,0.25,0.996914,82.51,0.996914,0.959877,77.29787,26.852056,4,-999
1643,70,63,2.5,7.6,0.5,0,0.3,15,1.2,3.4,0.8,1.8,1.0,0,-60,0.7,0.1,9,0.1,0.1,0.85,0.05,0,1,82.407,1,0.787037,62.928519,44.075992,8,-999
1644,45,34,2.6,4.7,0.4,1.2,2,10,0.8,3.4,2,2.6,0.2,0,40,1.9,0.3,5,0.3,0.1,0.87,0.05,0.2,0.552469,80.418,0.552469,1,78.174753,16.702135,3,-999
1645,40,34,1.9,5.7,1,1.2,1,15,1.2,3.4,0.8,1.5,1.3,0,60,0.2,0.1,3,0.4,0.5,2.45,0.15,0.25,1,82.442,1,0.876543,74.507315,38.89993,2,-999
1646,55,42,1.9,7.8,1,0,0.1,40,1.8,6,1,0,0.2,0,-50,1.5,0.8,4,0.6,0.7,2,0.05,0.4,1,83.573,1,0.87963,62.702222,28.558379,5,-999
1647,40,40,2.2,4.9,0.8,0.4,2.6,15,1.2,3.4,1,0.6,2.2,0,20,1,0.6,2,0.02,0.3,4.88,0,0,0.996914,82.476,0.996914,0.938272,76.071914,27.372146,2,-999
1648,65,58,2.3,7.6,0.7,0.3,0,25,1.2,5.6,0.9,0.1,0.5,0,50,0.7,0.1,9,0.1,0.7,0.85,0.1,0,1,81.516,1,0.867284,69.582377,25.409954,7,-999
1649,30,30,1.7,4.8,0.8,0.3,2.8,35,1.6,5.9,0.8,0.2,0.1,0,-40,1.2,0,5,0.4,0.3,1.18,0,0,1,82.339,1,0.848765,69.661204,30.242615,0,-999
1650,60,44,2.1,7.7,0.9,0,0.2,35,1.6,5.9,0.9,0.2,0.1,0,-70,0.3,0.4,8,0.3,1,0.8,0.2,0.05,1,82.853,1,0.895062,70.380432,22.578627,6,-999
1651,70,38,2.5,7.6,0.5,0,0.3,20,0.9,6,0.9,0.2,0,0,-20,1.7,0.7,6,0.7,0.9,0.82,0.3,0.25,1,82.099,1,0.919753,77.206574,25.005389,8,-999
1652,50,32,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,0,0,1,0.5,6,0.6,0.6,0.92,0.05,0.05,0.993827,82.27,0.993827,0.932099,77.288333,25.133673,4,-999
1653,30,29,2,4,0.9,0.1,3.8,10,0.8,3.4,2,1,1.8,0,-80,0.1,0,2,1.2,0.1,3.98,0,0,0.833333,82.373,0.833333,0.925926,76.633488,40.402695,0,-999
1654,30,29,2,4,0.9,0.7,3.2,10,0.6,4.5,2,0.7,1,0,-80,0.1,0,2,1.1,0.1,3.98,0,0,0.898148,82.407,0.898148,0.932099,76.995679,39.59149,0,-999
1655,35,31,1.6,5.9,0.9,0.9,1.1,10,0.6,4.5,2,0.9,0.8,0,-80,0.9,0,4,0.6,0.1,1.77,0,0.1,0.925926,82.476,0.925926,0.932099,76.522994,39.916697,1,-999
1656,70,63,2.5,7.6,0.5,0.2,0.1,10,0.8,3.4,2,1.9,0.9,0,-80,0.6,0.1,9,0.1,0.1,0.85,0,0,1,82.167,1,0.833333,68.441049,44.334761,8,-999
1657,70,59,2.5,7.6,0.5,0.3,0,20,1.2,4.5,0.8,1.2,0.5,0,-40,0.8,0.1,7,0.2,0.1,1.07,0.1,0,1,84.191,1,0.771605,61.331543,42.239596,8,-999
1658,70,63,2.5,7.6,0.5,0.3,0,20,1.2,4.5,0.8,1.2,0.5,0,-70,0.6,0.1,9,0.1,0.1,0.85,0.1,0,1,82.613,1,0.753086,58.819105,43.205169,8,-999
1659,35,32,1.5,6.3,0.9,0,1.6,15,0.7,5.8,2,0.1,0.3,0,80,0.5,0.5,6,0.4,0.2,1.16,0.05,0.05,0.981481,82.167,0.981481,0.925926,76.665154,35.161071,1,-999
1660,60,54,2.1,7.7,0.9,0.2,0,10,0.8,3.4,2,0.6,2.2,0,-10,1.1,0.2,9,0.1,0.3,0.86,0,0.05,1,81.31,1,0.935185,74.492099,31.754918,6,-999
1661,70,70,2.5,7.6,0.5,0.3,0,15,1.2,3.4,1,2.1,0.7,0,-60,0.7,0,2,0.02,0.5,7.58,0,0,1,84.362,1,0.783951,59.814136,41.613759,8,-999
1662,55,34,2.4,6.2,0.6,0.8,0.9,35,1.6,5.9,1,0,0.3,0,20,1.8,0.1,5,0.6,0.2,0.95,0.05,0.45,1,81.962,1,0.932099,73.459599,23.381231,5,-999
1663,45,33,1.6,7.6,0.8,0.3,0,40,1.8,6,0.8,0.2,0,0,50,1,0.4,3,1,1,2.8,0.1,0.05,1,82.99,1,0.864198,69.029414,25.827101,3,-999
1664,30,29,1.3,6.2,0.9,0.4,1.3,35,1.6,5.9,1,0.2,0.1,0,20,0.6,0.3,7,0.1,0.8,1.01,0,0,1,82.236,1,0.947531,75.451852,22.17143,0,-999
1665,45,37,1.9,6.4,0.8,0,1.5,20,1.2,4.5,0.8,1.4,0.3,0,-40,1.5,0.9,5,0.3,0.6,1.3,0.25,0,1,81.447,1,0.919753,73.712623,30.792812,3,-999
1666,65,53,2.3,7.6,0.7,0,0.3,25,1.1,6.1,0.8,0,0.1,0,-40,0.3,0.7,8,0.2,0.8,0.89,0.1,0.1,1,82.99,1,0.817901,68.085463,27.052018,7,-999
1667,50,32,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,0,0,1,0.5,6,0.6,0.6,0.92,0.05,0.05,0.996914,82.27,0.996914,0.929012,77.147438,25.133673,4,-999
1668,30,30,1.9,4.3,0.9,1.5,2.1,10,0.8,3.4,2,1.7,1.1,0,-40,0.1,0.9,5,0.1,0.4,1.06,0,0,0.771605,81.036,0.771605,0.95679,78.065062,30.440206,0,-999
1669,30,29,2,4,0.9,1.6,2.3,10,0.8,3.4,2,1.4,1.4,0,10,1.1,0,5,0.1,0.2,0.98,0,0,0.771605,81.036,0.771605,0.984568,78.496759,31.095281,0,-999
1670,30,30,1.2,6.8,1,0.3,0.8,10,0.8,3.4,2,1.7,1.1,0,-60,0.6,0.9,8,0.1,0.1,0.95,0,0,0.839506,82.064,0.839506,0.925926,77.520895,39.731477,0,-999
1671,55,37,2,7.4,1,0.2,0.3,10,0.8,3.4,2,1.3,1.5,0,20,0.6,0,7,0.4,0.2,0.83,0.05,0.1,0.966049,82.373,0.966049,0.990741,78.561574,37.755355,5,-999
1672,65,44,2.3,7.6,0.7,0,0.3,10,0.8,3.4,2,1.3,1.5,0,20,1,0.1,7,0.4,0.1,0.87,0.15,0,1,82.785,1,0.962963,76.378086,35.124691,7,-999
1673,70,63,2.5,7.6,0.5,0.3,0,10,0.8,3.4,2,1.5,1.3,0,-70,0.6,0.1,9,0.1,0.1,0.85,0,0,1,82.064,1,0.830247,68.523241,44.157395,8,-999
1674,60,48,2.6,6.2,0.4,0.2,1.5,15,1.2,3.4,0.8,1.2,1.6,0,0,1.6,0.1,7,0.2,0.4,0.83,0.1,0.1,1,82.579,1,0.944444,74.760154,29.502725,6,-999
1675,45,31,2.4,5.1,0.6,0.3,2.5,30,1.8,4.5,0.9,1,0.7,0,70,1.9,0.5,3,1,0.4,1.75,0.15,0.65,0.944444,81.481,0.944444,0.953704,77.142778,14.514351,3,-999
1676,30,29,2,4,1,0.8,3.1,25,1.1,6.1,0.9,0,0.1,0,-60,0.4,0.7,5,0.2,0.2,0.98,0,0,1,81.996,1,0.851852,73.587284,34.807231,0,-999
1677,45,31,1.9,6.4,0.9,0.3,1.2,35,1.6,5.9,1,0.1,0.2,0,40,0.2,0.6,6,0.4,0.8,0.88,0.15,0.25,1,82.819,1,0.92284,73.826759,24.988287,3,-999
1678,35,32,2.1,4.5,0.9,1.9,1.5,10,0.8,3.4,2,2.3,0.5,0,-40,0.7,0,2,0.4,0.1,4.1,0.2,0.2,0.935185,82.407,0.935185,0.925926,76.765216,39.486075,1,-999
1679,65,64,2.3,7.6,0.7,0,0.3,15,0.9,4.5,1,0,1.7,0,-20,1,0,6,0.02,1,1.5,0,0,1,82.613,1,0.895062,71.321975,26.307169,7,-999
1680,70,57,2.5,7.6,0.5,0.1,0.2,30,2,4,0.8,1.3,0.9,0,-70,0.5,0,8,0.2,0.9,0.89,0.1,0.1,1,82.888,1,0.854938,69.230586,23.851119,8,-999
1681,55,32,1.9,7.8,0.8,0,0.1,40,1.8,6,0.9,0.2,0,0,20,1.5,0.3,5,1.1,0.6,1.15,0.1,0.05,1,81.653,1,0.907407,73.083086,21.329988,5,-999
1682,50,32,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,0,0,1,0.5,6,0.6,0.6,0.92,0.05,0.05,0.996914,82.27,0.996914,0.932099,77.223981,25.133673,4,-999
1683,30,30,1.5,5.4,0.9,1.8,0.7,10,0.7,3.9,2,1.1,1.2,0,60,0.2,0.2,3,1.2,0.2,2.68,0,0,0.867284,82.27,0.867284,0.932099,76.517778,37.51976,0,-999
1684,30,29,2,4,1,0.7,3.2,10,0.8,3.4,2,0.8,2.0,0,-80,0.2,0,4,0.5,0.1,1.31,0,0,0.854938,82.27,0.854938,0.941358,77.781698,40.357829,0,-999
1685,30,29,2,4,0.8,2.9,1,10,0.7,3.9,2,0.2,2.1,0,-40,0.1,0.2,3,1.1,0.1,1.98,0,0,0.814815,82.339,0.814815,0.935185,76.613333,38.903036,0,-999
1686,40,40,2.6,4.2,0.4,0.9,2.8,10,0.6,4.5,2,1,0.7,0,-80,0.9,0.5,5,0.02,0.1,1.03,0,0,0.981481,81.687,0.981481,0.92284,76.305494,41.499054,2,-999
1687,50,45,2.6,5.2,0.4,2,0.7,10,0.6,4.5,2,1.2,0.5,0,-80,0.9,0.5,6,0.1,0.1,0.94,0.05,0.05,0.996914,83.025,0.996914,0.907407,74.449383,42.184711,4,-999
1688,70,70,2.6,7.3,0.4,0,0.6,40,2,5.4,1,0,0.8,0,-80,0.5,0.1,2,0.02,1,7.28,0,0,1,85.014,1,0.685185,43.734259,33.580923,8,-999
1689,45,36,2.4,5.1,0.6,1.2,1.6,30,2,4,0.9,0.5,1.7,0,-80,1,0.8,6,0.2,0.1,0.82,0.15,0.05,1,83.196,1,0.858025,70.676636,34.73419,3,-999
1690,60,49,2.1,7.7,0.8,0.1,0.1,40,1.8,6,1,0.2,0,0,-50,1.4,0.5,3,0.7,0.3,3.15,0.25,0.35,1,84.362,1,0.777778,53.275154,33.737624,6,-999
1691,70,63,2.5,7.6,0.5,0.1,0.2,35,1.6,5.9,1,0.1,0.2,0,20,0.2,0.3,9,0.1,0.6,0.85,0.05,0.05,1,82.407,1,0.814815,58.947809,26.498858,8,-999
1692,55,38,1.9,7.8,1,0,0.1,10,0.8,3.4,2,0.6,2.2,0,60,2,0,5,0.6,1,1.35,0.3,0.3,0.330247,80.007,0.330247,1,77.981019,9.963373,5,-999
1693,35,30,2.1,4.5,0.9,1.4,2,30,1.4,5.8,0.9,0.4,0,0,70,0.4,0.8,4,0.7,0.9,1.3,0.1,0.1,1,82.202,1,0.882716,74.612099,25.939695,1,-999
1694,65,58,2.3,7.6,0.7,0.3,0,20,1.5,3.6,1,1.2,1.4,0,-40,0.7,0.2,9,0.1,0.4,0.85,0,0.05,1,81.687,1,0.864198,68.983272,31.224562,7,-999
1695,30,29,2,4,1,0.6,3.3,20,1,5.4,0.8,0.3,0.5,0,-20,1.8,0.1,5,0.2,0.7,0.98,0,0,0.932099,81.241,0.932099,0.932099,76.775185,24.752253,0,-999
1696,40,39,1.4,7.7,0.9,0,0.2,15,0.7,5.8,2,0,0.4,0,0,1.2,0.4,2,0.1,0.3,7.6,0.05,0,1,82.716,1,0.919753,74.782191,32.057899,2,-999
1697,50,32,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,0,0,1,0.5,6,0.6,0.6,0.92,0.05,0.05,0.996914,82.27,0.996914,0.929012,77.141111,25.133673,4,-999
1698,40,39,1.4,7.7,1,0,0.2,10,0.8,3.4,2,1.9,0.9,0,-20,1.6,1,9,0.02,1,0.94,0,0,0.688272,80.487,0.688272,1,80.087716,15.791287,2,-999
1699,65,58,2.3,7.6,0.7,0.2,0.1,10,0.8,3.4,2,1.3,1.5,0,30,1.8,0.1,9,0.1,0.4,0.85,0,0,0.966049,80.727,0.966049,1,78.600494,16.788346,7,-999
1700,60,59,2.1,7.7,0.9,0,0.2,10,0.8,3.4,2,0,2.8,0,10,1.6,0.1,9,0.02,1,0.94,0,0,0.932099,80.59,0.932099,1,80.881358,14.623051,6,-999
1701,45,30,2,6.1,1,0.8,1,10,0.8,3.4,2,0.8,2.0,0,50,1,0,6,0.4,0.1,0.82,0.35,0.05,0.858025,82.064,0.858025,1,79.801605,32.089929,3,-999
1702,55,32,1.9,7.8,1,0,0.1,10,0.8,3.4,2,1,1.8,0,40,1,0,5,0.9,0.1,1.15,0.6,0.2,0.910494,80.864,0.910494,1,79.838395,33.444401,5,-999
1703,45,33,2.2,5.5,0.8,0.9,1.5,10,0.8,3.4,2,0.5,2.3,0,0,0.2,0.1,6,0.3,0.9,0.8,0,0.25,0.666667,81.481,0.666667,0.990741,78.638457,22.042084,3,-999
1704,45,34,2.6,4.7,0.4,1.2,2,20,1.5,3.6,1,0.2,2.4,0,-40,1,0,5,0.3,0.7,0.87,0.15,0.05,0.975309,81.07,0.975309,0.981481,78.303457,25.259399,3,-999
1705,35,31,1.3,7.3,0.8,0,0.6,10,0.6,4.5,2,0.6,1.1,0,-50,1.5,0.5,9,0.1,0.2,0.81,0.1,0,0.848765,81.139,0.848765,0.935185,76.608302,36.210588,1,-999
1706,65,57,2.3,7.6,0.7,0,0.3,15,1.2,3.4,0.9,1.2,1.6,0,-20,0.9,0.7,2,0.9,0.4,6.7,0.4,0.45,1,83.711,1,0.839506,66.113889,37.698821,7,-999
1707,55,34,2.3,6.5,0.7,0.2,1.2,40,1.8,6,1,0.1,0.1,0,40,1.1,0.1,6,0.5,0.7,0.8,0.1,0.4,1,83.265,1,0.925926,73.531914,21.610746,5,-999
1708,60,54,2.1,7.7,0.9,0.2,0,25,1.2,5.6,0.9,0,0.6,0,80,1.9,0.6,3,0.4,0.9,3.45,0.3,0,0.953704,81.31,0.953704,0.932099,77.56108,15.257181,6,-999
1709,70,54,2.5,7.6,0.5,0.3,0,35,1.7,5.6,0.8,0,0.6,0,-70,0.3,0,7,0.3,0.5,0.97,0.05,0,1,83.882,1,0.802469,61.098488,28.997077,8,-999
1710,40,31,1.5,7.2,0.9,0.2,0.5,20,1,5.4,0.8,0.6,0.2,0,60,0.7,0.2,5,1,1,1.4,0.25,0.15,0.996914,81.036,0.996914,0.910494,74.974784,29.558449,2,-999
1711,30,30,1.5,5.4,1,0.4,2.1,30,1.7,4.8,1,0.9,0.5,0,0,0.4,1,5,0.02,0.1,1.33,0,0,1,82.202,1,0.91358,73.713889,31.967654,0,-999
1712,50,32,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,0,0,1,0.5,6,0.6,0.6,0.92,0.05,0.05,1,82.27,1,0.929012,77.222346,25.133673,4,-999
1713,30,29,2,4,0.9,3.2,0.7,10,0.8,3.4,2,0.3,2.5,0,-70,0.8,0,3,0.1,0.1,1.98,0,0,0.787037,82.305,0.787037,0.935185,76.649321,40.154831,0,-999
1714,30,29,2,4,0.8,3.3,0.6,10,0.8,3.4,2,0.6,2.2,0,30,0.1,0,2,1.1,0.1,3.98,0,0,0.771605,82.339,0.771605,0.925926,76.280154,40.068183,0,-999
1715,30,29,2,4,0.8,0,3.9,10,0.8,3.4,2,0.5,2.3,0,-80,0.6,0,2,1.1,0.1,3.98,0,0,0.82716,82.339,0.82716,0.932099,76.370432,39.966918,0,-999
1716,30,29,2,4,1,0.8,3.1,10,0.6,4.5,2,0.7,1,0,-80,1,0,5,0.2,0.1,0.98,0,0,0.882716,81.516,0.882716,0.941358,77.915833,39.047373,0,-999
1717,40,37,2.6,4.2,0.4,1,2.7,10,0.6,4.5,2,0.4,1.3,0,-80,0.9,0.5,5,0.1,0.1,0.95,0.05,0.05,0.978395,81.722,0.978395,0.929012,76.801235,41.012165,2,-999
1718,30,30,1.2,6.8,1,1,0.1,10,0.6,4.5,2,1.2,0.5,0,80,0.1,0,8,0.1,0.1,0.95,0,0,0.854938,82.236,0.854938,0.92284,77.253889,39.367533,0,-999
1719,70,57,2.5,7.6,0.5,0.1,0.2,35,1.6,5.9,0.9,0.2,0.1,0,40,0.3,0.1,8,0.2,1,0.89,0.1,0.1,1,83.025,1,0.824074,64.697469,23.034765,8,-999
1720,50,41,2.5,5.4,0.5,2.1,0.4,15,0.9,4.5,0.8,0.1,1.6,0,-70,1.3,0.7,6,0.2,0.8,0.88,0.05,0.05,0.938272,81.893,0.938272,0.919753,75.815432,26.478574,4,-999
